영양DB대분류,영양DB중분류,영양DB소분류,영양식품코드,영양식품명,영양DB그룹명,영양식품세분류명,원재료명,원재료명이명,기존표시명,분류기준,데이터출처구분,제철시기(월),보관,손질,세척,신선도체크,대표식품명,영양성분기준량,에너지_kcal,수분_g,단백질_g,지방_g,회분_g,탄수화물_g,당류_g,식이섬유_g,칼슘_mg,철_mg,인_mg,칼륨_mg,나트륨_mg,콜레스테롤_mg,포화지방산_g,트랜스지방산_g,보관출처명,보관출처URL,손질출처명,손질출처URL,세척출처명,세척출처URL,신선도출처명,신선도출처URL,영양출처명,제철시기출처명,제철시기출처URL
과일류,백도,해당없음,R108-043020001-0000,복숭아_백도_생것,원재료성,생것,복숭아,복사나무 / 복숭아,복숭아,과일류,영양+가이드,8,"복숭아의 가장 이상적인 온도는 8~13℃이며, 황도는 3~5℃ 정도, 백도는 8~10℃ 정도에서 아삭함과 단맛, 과즙 등이 가장 좋다. 단단한 것은 서늘한 곳에 신문지를 덮어 보관하면 더 오래 보관할 수 있다. 신문지나 포장지에 싸서 바람이 잘 통하는 실내에 두면 보관 기간을 조금 늘릴 수 있다. 냉장실에서 보관해야 단맛이 잘 느껴지나 0℃보다 낮은 온도로 내려가면 단맛이 약해지므로 주의해야 한다. 냉장고에서 낮은 온도로 장기간 보관할 경우 맛이 떨어지므로 구입 후 1~2일 내에 먹는 것이 좋다.",흐르는 물에 여러 번 씻어 복숭아 잔털을 제거한다. 껍질을 벗긴 경우에는 레몬즙을 뿌리거나 비타민 C를 녹인 물에 담갔다가 건지면 변색을 방지할 수 있다.,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다.",전체적으로 고르게 착색되고 형태가 변형되지 않는 것이 좋다. 상처가 없고 표면 전체에 털이 있으며 고유의 달달한 향이 나는 것이 좋다. 백도는 과피가 유색을 띠고 과실 모양이 전체적으로 균일한 것이 좋다. 표면의 색택이 고르지 못한 것은 수확 후 취급 시 압상에 의한 상처를 받은 것이므로 피하는 것이 좋다. 황도는 과형이 한쪽으로 치우치지 않고 타원형보다는 원형에 가까운 것이 좋다. 과피는 황색을 띠고 과실 모양이 전체적으로 균일한 것이 좋다.,복숭아,100g,49.00,85.8,0.59,0.04,0.47,13.1,9.45,2.6,4.00,0.11,24.0,216.000,0.00,0.0,0.0,0.02,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view.do?fd_se=286&fd_snn=81&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view.do?fd_se=286&fd_snn=81&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view.do?fd_se=286&fd_snn=81&menuId=PS03599,농진청('15),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
과일류,해당없음,해당없음,R108-047000001-0000,블루베리_생것,원재료성,생것,블루베리,블루베리,블루베리,과일류,영양+가이드,8,물기를 제거하고 밀폐용기에 넣어 냉동 또는 냉장 보관한다.,"블루베리는 신선할 때 바로 먹는 것이 좋으며, 흐르는 물에 재빠르게 씻어 물기를 제거한다. 물에 오래 담가 씻기보다는 재빨리 찬물에 헹구는 느낌으로 씻는다.","흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다.","진한 청색이 선명하며 과실이 팽팽하고 표면에 흰 가루가 묻어 있는 것, 열매의 크기가 균일하고 무르지 않은 것을 고른다.",블루베리,100g,43.00,88.1,0.5,0.12,0.16,11.11,7.86,2.4,9.00,0.23,12.0,70.00,0.00,0.0,0.0,0.02,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=99&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=99&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=99&menuId=PS03599,농진청(’20),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
과일류,해당없음,해당없음,R108-050000001-0000,사과_생것,원재료성,생것,사과,사과,사과,과일류,영양+가이드,11,통풍이 잘 되고 직사광선이 없는 서늘한 곳에서 보관하거나 냉장 보관한다. 다른 과일과 같이 보관하면 다른 과일이 쉽게 숙성하기 때문에 따로 봉지에 넣어 보관한다.,잘 익은 사과를 골라 깨끗한 물에 씻어 물기를 말끔히 닦는다. 깎아서 공기 중에 두면 과육이 갈색으로 변하는데 이를 예방하려면 1리터의 물에 1그램의 소금을 넣어 만든 소금물에 담가둔다.,물에 씻거나 헝겊 등으로 표면을 잘 닦아 먹는다. 꼭지처럼 움푹 들어간 부분은 잔류농약이 남아 있을 수 있으므로 세척 시 특히 주의한다.,껍질의 색깔이 고르고 밝은 느낌을 주는 것을 고른다. 미숙과는 외관상 푸른기가 있어 단단한 느낌이 들고 과숙과는 색이 어둡고 광택이 없다. 꼭지의 상태는 푸른색이 돌고 물기가 있어 보이는 것이며 수확 후 몇 일 되지 않은 증거이다. 가볍게 두들겼을 때 탄력감이 있고 꽉 찬 느낌이 드는 것이 좋으며 손가락으로 튕겨 보았을 때 맑은 소리가 나는 것이 좋다. 품종 고유의 특성과 향기를 가지고 있으며 너무 크지 않고 모양이 고른 것이 좋다. 병·충해 및 흠집이 없고 꼭지가 빠지지 않은 것을 고른다.,사과,100g,52.00,85.5,0.26,0.07,0.22,13.96,10.62,1.8,3.00,0.11,10.0,116.000,0.00,0.0,0.0,0.01,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=123&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=123&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=123&menuId=PS03599,농진청(’20),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
과일류,해당없음,해당없음,R108-054000001-0000,산딸기_생것,원재료성,생것,산딸기,나무딸기 / 산딸기,산딸기,과일류,영양+가이드,6,산딸기는 냉장 보관하며 가급적 빨리 먹도록 하고 냉동 보관하지 않는다.,산딸기는 일반 딸기보다 단단하므로 흐르는 물에 씻는 것이 좋다. 30초 이상 물에 담가 두면 비타민 C가 물에 녹아 빠져나온다.,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다.",붉은색이며 과실이 크고 무르지 않는 것이 좋다.,산딸기,100g,55.00,84.5,1.35,0.22,0.38,13.55,7.8,6.9,29.00,0.34,33.0,154.000,0.00,0.0,0.0,0.04,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=73&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=73&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=73&menuId=PS03599,농진청('15),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
과일류,해당없음,해당없음,R108-082000001-0000,자두_생것,원재료성,생것,서양자두,서양자두 / 오얏 / 자두 / 푸룬,자두,과일류,영양+가이드,7,깨끗이 씻어 상온 보관이 가능하나 물러질 수 있으므로 냉장 보관한다.,과실은 흐르는 물에 깨끗이 씻는다.,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다.","과육이 단단하며 끝이 뾰족하고 꼭지가 마르지 않은 것, 껍질에 윤기가 나고 당도가 높으며 상처가 없는 것을 고른다.",자두,100g,26.00,93.2,0.5,0.6,0.4,5.3,,,3.00,0.2,12.0,164.000,1.00,,,,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=113&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=113&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=113&menuId=PS03599,농진청('03),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
과일류,석류,해당없음,R108-059000001-0000,석류_생것,원재료성,생것,석류,,석류,과일류,가이드만 있음,12,약 2~5℃ 사이의 시원한 곳에서 보관한다.,석류를 반으로 쪼개어 알맹이를 골라낸다.,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다.",들어 보았을 때 무겁고 선명한 붉은색을 고른다. 외피가 단단하고 상처가 적게 난 것을 고른다.,석류,100g,77.00,78.3,0.29,0.2,0.5,20.71,9.94,5.8,6.00,0.26,39.0,242.000,1.00,0.0,0.0,0.05,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=152&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=152&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=152&menuId=PS03599,농진청('15),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
과일류,적육질,해당없음,R108-061030001-0000,수박_적육질_생것,원재료성,생것,수박,수박,수박,과일류,영양+가이드,7,"수박은 냉장고에 장기간 보관하면 감미가 떨어지므로 구입 후 가능한 빠른 시일 내에 먹는 것이 좋다. 냉장 보관 시 남은 수박은 랩으로 완전히 밀봉하고, 수박에서 물이 생기므로 밑에는 작은 접시를 받쳐 보관한다.",수박을 반으로 자른 다음 쪽배 모양으로 썰고 과육과 껍질 사이에 칼집을 넣어 분리한 뒤 먹기 좋은 크기로 썬다.,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다.","외형상 크기가 큰 것이 상품이며 껍질이 얇고 탄력이 있는 것이 좋다. 하우스에서 촉성 재배한 수박은 연한 연두색을 띠며, 수박 특유의 검은 줄무늬가 선명한 것이 좋다. 잘 익어 속살의 색이 붉고 싱싱한 것이 당도가 높다. 씨가 없거나 적고 과육의 조직이 치밀하며 속이 꽉 들어찬 것이 좋다. 수박 고유의 색이 짙고 손으로 두드렸을 때 청명한 소리가 나는 것이 잘 익은 것이다.",수박,100g,31.00,91.1,0.79,0.05,0.23,7.83,5.06,0.2,6.00,0.18,12.0,109.000,0.00,0.0,0.0,0.02,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=82&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=82&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=82&menuId=PS03599,농진청('13),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
과일류,해당없음,해당없음,R108-064000001-0000,아보카도_생것,원재료성,생것,아보카도,아보카도,아보카도,과일류,영양만 있음,,에틸렌을 많이 생성하는 품목이므로 에틸렌에 민감한 과일·채소와 따로 보관한다.,,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다.",,아보카도,100g,160.000,73.23,2.0,14.66,1.58,8.53,0.66,6.7,12.00,0.55,52.0,485.000,7.00,0.0,0.0,2.13,"농촌진흥청 국립원예특작과학원 보도자료(더 오래 신선하게 똑똑한 과일, 채소 보관법, 2023-09-26)",C:\Users\Playdata\Downloads\27-3_더오래신선하게똑똑한과일채소보관법(원예원).pdf,,,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,,,USDA(’18),,
과일류,오디,해당없음,R108-068000001-0000,오디_생것,원재료성,생것,오디,,오디,과일류,가이드만 있음,6,"오디는 쉽게 물러지므로 단시간 내에 먹는 것이 좋고, 보관할 경우에는 세척하지 않고 밀봉하여 냉동 보관한다.",물에 담가두면 당도가 떨어지고 색소 및 영양성분이 손실되므로 흐르는 물에 빠르게 가볍게 씻어낸다.,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다.","열매가 검은빛을 띠며 통통하고 무르지 않은 것, 꼭지가 시들지 않은 것이 좋다.",오디,100g,56.00,84.3,0.8,0.4,0.5,14.0,,,36.00,0.7,33.0,272.000,1.00,,,,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=75&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=75&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=75&menuId=PS03599,농진청('10),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
과일류,해당없음,해당없음,R108-069000001-0000,오렌지_생것,원재료성,생것,오렌지,감귤나무 / 오렌지 / 오렌지제스트,오렌지,과일류,영양만 있음,,"수분을 제거한 귤은 박스에 신문지와 귤의 순서로 쌓아두고 바람이 잘 드는 서늘한 곳에 보관하는 것이 좋다. 귤이 서로 맞닿지 않게 하나씩 떨어뜨려 보관해야 상하지 않고 오래 보관할 수 있다.

서늘하고 통풍이 잘되는 상온에 보관한다. 보관할수록 맛이 좋아진다.","물 1L에 소금 2큰술을 희석시켜 3~5분간 씻은 다음 물기를 제거하면 농약도 없앨 수 있고 신선도를 유지할 수 있다.

식초나 소금으로 문질러 농약을 제거하여 이용한다. 연한 농도의 소금물에 1~2분가량 담가두면 보관 기간을 늘릴 수 있고, 더불어 농약까지 제거하는 효과가 있다.","흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다.","껍질이 얇고 껍질과 육질 사이에 공간이 없이 밀착된 것이 좋다. 꼭지 부분이 튀어나온 것보다 좌우로 둥글고 납작한 것이 당도가 높다. 감귤의 색깔은 짙은 주황색이며, 꼭지는 녹색이면서 단단하게 붙어 있는 것이 싱싱하다. 껍질에 지나치게 윤이 나는 것은 인공적으로 숙성시킨 후 코팅한 것이므로 피하는 것이 좋다.

껍질이 들뜨거나 주름이 많은 것은 싱겁거나 신맛이 강한 경우가 많으므로 피하는 것이 좋다. 껍질이 얇은 것이 당도가 높다. 금방 수확한 것은 푸석하고 즙이 적으므로 피하는 것이 좋다. 손으로 들었을 때 묵직한 느낌이 들고 위아래가 타원형인 것을 선택한다.",오렌지,100g,47.0,86.5,1.15,0.11,0.4,11.86,9.16,1.3,44.0,0.17,23.0,152.0,2.0,0.0,0.0,0.01,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=144&menuId=PS03599 / view?fd_se=286&fd_snn=13&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=144&menuId=PS03599 / view?fd_se=286&fd_snn=13&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=144&menuId=PS03599 / view?fd_se=286&fd_snn=13&menuId=PS03599,농진청(’20),,
음료류,다류,액상차,P109-102010200-4165,자몽,가공식품,해당없음,자몽,자몽,자몽,과일류,영양만 있음,,"수분을 제거한 귤은 박스에 신문지와 귤의 순서로 쌓아두고 바람이 잘 드는 서늘한 곳에 보관하는 것이 좋다. 귤이 서로 맞닿지 않게 하나씩 떨어뜨려 보관해야 상하지 않고 오래 보관할 수 있다.

서늘하고 통풍이 잘되는 상온에 보관한다. 보관할수록 맛이 좋아진다.","물 1L에 소금 2큰술을 희석시켜 3~5분간 씻은 다음 물기를 제거하면 농약도 없앨 수 있고 신선도를 유지할 수 있다.

식초나 소금으로 문질러 농약을 제거하여 이용한다. 연한 농도의 소금물에 1~2분가량 담가두면 보관 기간을 늘릴 수 있고, 더불어 농약까지 제거하는 효과가 있다.","흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다.","껍질이 얇고 껍질과 육질 사이에 공간이 없이 밀착된 것이 좋다. 꼭지 부분이 튀어나온 것보다 좌우로 둥글고 납작한 것이 당도가 높다. 감귤의 색깔은 짙은 주황색이며, 꼭지는 녹색이면서 단단하게 붙어 있는 것이 싱싱하다. 껍질에 지나치게 윤이 나는 것은 인공적으로 숙성시킨 후 코팅한 것이므로 피하는 것이 좋다.

껍질이 들뜨거나 주름이 많은 것은 싱겁거나 신맛이 강한 경우가 많으므로 피하는 것이 좋다. 껍질이 얇은 것이 당도가 높다. 금방 수확한 것은 푸석하고 즙이 적으므로 피하는 것이 좋다. 손으로 들었을 때 묵직한 느낌이 들고 위아래가 타원형인 것을 선택한다.",액상차,100g,221.000,,0.52,0.19,,55.33,50.23,,,,,,0.00,,0.0,0.01,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=144&menuId=PS03599 / view?fd_se=286&fd_snn=13&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=144&menuId=PS03599 / view?fd_se=286&fd_snn=13&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=144&menuId=PS03599 / view?fd_se=286&fd_snn=13&menuId=PS03599,식품의약품안전처,,
